,ID,Filename,Age,Gender,Age Range
19079,2323,002323_00154626.jpg,40.0,0,31-40
19080,2323,002323_00154627.jpg,40.5,0,41-50
19081,2323,002323_00154628.jpg,31.5,0,31-40
19082,2323,002323_00154629.jpg,31.0,0,31-40
19083,2323,002323_00154630.jpg,42.5,0,41-50
19084,2323,002323_00154631.jpg,40.0,0,31-40
19085,2323,002323_00154632.jpg,30.0,0,21-30
19086,2323,002323_00154633.jpg,40.0,0,31-40
19087,2323,002323_00154634.jpg,38.0,0,31-40
19088,2323,002323_00154635.jpg,41.0,0,41-50
19089,2323,002323_00154636.jpg,36.0,0,31-40
19090,2323,002323_00154637.jpg,44.0,0,41-50
19091,2323,002323_00154638.jpg,40.0,0,31-40
19092,2323,002323_00154639.jpg,33.0,0,31-40
19093,2323,002323_00154640.jpg,30.0,0,21-30
19094,2323,002323_00154641.jpg,39.5,0,31-40
19095,2323,002323_00154642.jpg,42.0,0,41-50
19096,2323,002323_00154643.jpg,41.0,0,41-50
19097,2323,002323_00154644.jpg,39.0,0,31-40
19098,2323,002323_00154645.jpg,39.0,0,31-40
19099,2323,002323_00154646.jpg,39.5,0,31-40
19100,2323,002323_00154647.jpg,35.0,0,31-40
19101,2323,002323_00154648.jpg,38.5,0,31-40
19102,2323,002323_00154649.jpg,34.0,0,31-40
19103,2323,002323_00154650.jpg,38.5,0,31-40
19104,2323,002323_00154651.jpg,36.0,0,31-40
19105,2323,002323_00154652.jpg,36.0,0,31-40
19106,2323,002323_00154653.jpg,35.5,0,31-40
19107,2323,002323_00154654.jpg,37.0,0,31-40
19108,2323,002323_00154655.jpg,32.0,0,31-40
19109,2323,002323_00154656.jpg,36.5,0,31-40
19110,2332,002332_00155134.jpg,46.0,1,41-50
19111,2332,002332_00155135.jpg,41.5,1,41-50
19112,2332,002332_00155136.jpg,35.0,1,31-40
19113,2332,002332_00155137.jpg,39.0,1,31-40
19114,2332,002332_00155138.jpg,42.5,1,41-50
19115,2332,002332_00155139.jpg,40.0,1,31-40
19116,2332,002332_00155140.jpg,33.0,1,31-40
19117,2332,002332_00155141.jpg,36.0,1,31-40
19118,2332,002332_00155142.jpg,36.0,1,31-40
19119,2332,002332_00155143.jpg,46.0,1,41-50
19120,2332,002332_00155144.jpg,43.0,1,41-50
19121,2332,002332_00155145.jpg,40.5,1,41-50
19122,2332,002332_00155146.jpg,38.5,1,31-40
19123,2332,002332_00155147.jpg,40.0,1,31-40
19124,2332,002332_00155148.jpg,36.0,1,31-40
19126,2332,002332_00155150.jpg,31.0,1,31-40
19127,2332,002332_00155151.jpg,46.0,1,41-50
19128,2332,002332_00155152.jpg,39.0,1,31-40
19129,2332,002332_00155154.jpg,48.0,1,41-50
19130,2332,002332_00155155.jpg,28.0,1,21-30
19131,2332,002332_00155156.jpg,33.5,1,31-40
19132,2332,002332_00155158.jpg,44.5,1,41-50
19133,2332,002332_00155160.jpg,49.0,1,41-50
19134,2332,002332_00155161.jpg,53.0,1,51-60
19135,2332,002332_00155162.jpg,46.0,1,41-50
19136,2332,002332_00155163.jpg,44.0,1,41-50
19137,2332,002332_00155164.jpg,41.0,1,41-50
19138,2332,002332_00155165.jpg,30.5,1,31-40
19139,2332,002332_00155166.jpg,37.0,1,31-40
19140,2332,002332_00155167.jpg,36.0,1,31-40
19141,2332,002332_00155168.jpg,38.0,1,31-40
19142,2332,002332_00155169.jpg,40.0,1,31-40
19143,2332,002332_00155170.jpg,49.0,1,41-50
19144,2332,002332_00155172.jpg,36.0,1,31-40
19145,2332,002332_00155173.jpg,36.0,1,31-40
19146,2332,002332_00155174.jpg,37.5,1,31-40
19147,2332,002332_00155175.jpg,46.0,1,41-50
19149,2332,002332_00155177.jpg,37.0,1,31-40
19150,2332,002332_00155179.jpg,44.0,1,41-50
19151,2332,002332_00155180.jpg,44.0,1,41-50
19152,2332,002332_00155181.jpg,38.0,1,31-40
19153,2332,002332_00155183.jpg,35.0,1,31-40
19154,2332,002332_00155184.jpg,46.0,1,41-50
19155,2332,002332_00155185.jpg,41.5,1,41-50
19156,2332,002332_00155186.jpg,41.0,1,41-50
19157,2332,002332_00155187.jpg,37.5,1,31-40
19158,2332,002332_00155188.jpg,39.0,1,31-40
19159,2332,002332_00155189.jpg,30.5,1,31-40
19160,2332,002332_00155190.jpg,38.0,1,31-40
19161,2332,002332_00155191.jpg,39.5,1,31-40
19162,2332,002332_00155192.jpg,33.0,1,31-40
19163,2332,002332_00155193.jpg,64.5,1,61-70
19164,2332,002332_00155195.jpg,40.5,1,41-50
19165,2332,002332_00155196.jpg,44.0,1,41-50
19166,2332,002332_00155197.jpg,37.0,1,31-40
19167,2332,002332_00155198.jpg,38.0,1,31-40
19168,2332,002332_00155199.jpg,45.5,1,41-50
19169,2332,002332_00155200.jpg,37.5,1,31-40
19170,2332,002332_00155201.jpg,38.5,1,31-40
19171,2332,002332_00155202.jpg,39.0,1,31-40
19172,2332,002332_00155203.jpg,39.5,1,31-40
19173,2332,002332_00155204.jpg,36.0,1,31-40
19174,2332,002332_00155205.jpg,34.5,1,31-40
19175,2332,002332_00155206.jpg,45.0,1,41-50
19176,2332,002332_00155207.jpg,39.5,1,31-40
19177,2332,002332_00155208.jpg,45.0,1,41-50
19178,2332,002332_00155209.jpg,36.0,1,31-40
19179,2332,002332_00155210.jpg,39.0,1,31-40
19180,2332,002332_00155211.jpg,32.0,1,31-40
19181,2332,002332_00155212.jpg,41.0,1,41-50
19182,2332,002332_00155213.jpg,41.0,1,41-50
19183,2332,002332_00155215.jpg,39.0,1,31-40
19184,2332,002332_00155216.jpg,32.5,1,31-40
19185,2332,002332_00155217.jpg,32.0,1,31-40
19186,2332,002332_00155218.jpg,44.0,1,41-50
19187,2332,002332_00155219.jpg,30.0,1,21-30
19188,2332,002332_00155220.jpg,37.0,1,31-40
19189,2332,002332_00155221.jpg,35.5,1,31-40
19190,2332,002332_00155223.jpg,43.0,1,41-50
19191,2332,002332_00155224.jpg,41.5,1,41-50
19192,2332,002332_00155225.jpg,39.0,1,31-40
19193,2332,002332_00155227.jpg,46.0,1,41-50
19194,2332,002332_00155228.jpg,44.0,1,41-50
19195,2332,002332_00155229.jpg,38.0,1,31-40
19196,2332,002332_00155230.jpg,44.0,1,41-50
19197,2332,002332_00155231.jpg,31.0,1,31-40
19198,2332,002332_00155232.jpg,29.5,1,21-30
19199,2332,002332_00155233.jpg,42.0,1,41-50
19200,2332,002332_00155234.jpg,48.0,1,41-50
19201,2332,002332_00155235.jpg,35.5,1,31-40
19202,2332,002332_00155236.jpg,45.5,1,41-50
19203,2332,002332_00155237.jpg,36.0,1,31-40
19204,2355,002355_00156294.jpg,40.0,1,31-40
19206,2355,002355_00156296.jpg,38.0,1,31-40
19207,2355,002355_00156297.jpg,46.5,1,41-50
19208,2355,002355_00156298.jpg,38.0,1,31-40
19209,2355,002355_00156299.jpg,44.0,1,41-50
19210,2355,002355_00156300.jpg,38.5,1,31-40
19211,2355,002355_00156301.jpg,36.0,1,31-40
19212,2355,002355_00156302.jpg,46.0,1,41-50
19213,2355,002355_00156303.jpg,30.5,1,31-40
19214,2355,002355_00156304.jpg,42.0,1,41-50
19215,2355,002355_00156305.jpg,40.0,1,31-40
19216,2355,002355_00156306.jpg,36.0,1,31-40
19217,2355,002355_00156307.jpg,42.0,1,41-50
19218,2355,002355_00156308.jpg,46.0,1,41-50
19219,2355,002355_00156309.jpg,33.5,1,31-40
19220,2355,002355_00156310.jpg,26.0,1,21-30
19221,2355,002355_00156311.jpg,39.0,1,31-40
19222,2355,002355_00156312.jpg,37.0,1,31-40
19223,2355,002355_00156313.jpg,44.0,1,41-50
19224,2355,002355_00156314.jpg,41.0,1,41-50
19225,2355,002355_00156315.jpg,38.0,1,31-40
19226,2355,002355_00156317.jpg,42.5,1,41-50
19227,2355,002355_00156318.jpg,41.5,1,41-50
19228,2355,002355_00156319.jpg,25.0,1,21-30
19229,2355,002355_00156320.jpg,43.5,1,41-50
19230,2355,002355_00156321.jpg,38.0,1,31-40
19231,2355,002355_00156322.jpg,33.0,1,31-40
19232,2355,002355_00156323.jpg,37.5,1,31-40
19233,2355,002355_00156325.jpg,39.5,1,31-40
19234,2355,002355_00156326.jpg,37.0,1,31-40
19235,2355,002355_00156327.jpg,38.0,1,31-40
19236,2355,002355_00156328.jpg,36.0,1,31-40
19237,2355,002355_00156329.jpg,36.0,1,31-40
19238,2355,002355_00156330.jpg,37.0,1,31-40
19239,2355,002355_00156331.jpg,38.5,1,31-40
19240,2355,002355_00156332.jpg,38.0,1,31-40
19241,2355,002355_00156333.jpg,38.5,1,31-40
19242,2355,002355_00156334.jpg,40.0,1,31-40
19243,2355,002355_00156335.jpg,37.0,1,31-40
19244,2355,002355_00156336.jpg,44.5,1,41-50
19245,2355,002355_00156337.jpg,35.0,1,31-40
19246,2355,002355_00156338.jpg,36.0,1,31-40
19247,2355,002355_00156339.jpg,38.0,1,31-40
19248,2355,002355_00156340.jpg,44.0,1,41-50
19249,2355,002355_00156341.jpg,36.0,1,31-40
19250,2355,002355_00156342.jpg,41.5,1,41-50
19251,2355,002355_00156343.jpg,40.5,1,41-50
19252,2355,002355_00156344.jpg,32.0,1,31-40
19253,2355,002355_00156345.jpg,43.0,1,41-50
19254,2355,002355_00156346.jpg,36.5,1,31-40
19255,2355,002355_00156347.jpg,36.5,1,31-40
19256,2355,002355_00156348.jpg,41.0,1,41-50
19257,2355,002355_00156349.jpg,41.0,1,41-50
19258,2355,002355_00156350.jpg,42.0,1,41-50
19259,2355,002355_00156351.jpg,41.0,1,41-50
19260,2355,002355_00156352.jpg,44.0,1,41-50
19261,2355,002355_00156353.jpg,40.5,1,41-50
19262,2355,002355_00156354.jpg,38.0,1,31-40
19263,2365,002365_00156698.jpg,41.0,1,41-50
19264,2365,002365_00156700.jpg,36.0,1,31-40
19265,2365,002365_00156701.jpg,38.5,1,31-40
19266,2365,002365_00156702.jpg,56.0,1,51-60
19267,2365,002365_00156703.jpg,38.0,1,31-40
19268,2365,002365_00156704.jpg,27.0,1,21-30
19269,2365,002365_00156705.jpg,47.0,1,41-50
19270,2365,002365_00156706.jpg,45.0,1,41-50
19271,2365,002365_00156707.jpg,39.5,1,31-40
19272,2365,002365_00156708.jpg,37.5,1,31-40
19273,2365,002365_00156709.jpg,44.0,1,41-50
19274,2365,002365_00156710.jpg,56.5,1,51-60
19275,2365,002365_00156711.jpg,39.0,1,31-40
19276,2365,002365_00156712.jpg,45.5,1,41-50
19277,2365,002365_00156714.jpg,48.0,1,41-50
19278,2365,002365_00156715.jpg,26.0,1,21-30
19279,2365,002365_00156717.jpg,37.0,1,31-40
19280,2365,002365_00156718.jpg,34.5,1,31-40
19281,2365,002365_00156719.jpg,36.0,1,31-40
19282,2365,002365_00156720.jpg,44.0,1,41-50
19283,2365,002365_00156721.jpg,44.0,1,41-50
19284,2365,002365_00156722.jpg,39.0,1,31-40
19285,2365,002365_00156723.jpg,44.0,1,41-50
19286,2365,002365_00156725.jpg,34.0,1,31-40
19287,2365,002365_00156726.jpg,42.0,1,41-50
19288,2365,002365_00156727.jpg,15.5,1,11-20
19289,2365,002365_00156728.jpg,40.0,1,31-40
19290,2365,002365_00156729.jpg,33.0,1,31-40
19291,2365,002365_00156730.jpg,37.0,1,31-40
19292,2365,002365_00156731.jpg,45.0,1,41-50
19293,2365,002365_00156732.jpg,37.0,1,31-40
19294,2365,002365_00156733.jpg,37.0,1,31-40
19295,2365,002365_00156734.jpg,37.0,1,31-40
19296,2365,002365_00156735.jpg,46.0,1,41-50
19297,2366,002366_00156736.jpg,36.0,1,31-40
19298,2366,002366_00156737.jpg,32.0,1,31-40
19299,2366,002366_00156738.jpg,33.0,1,31-40
19300,2366,002366_00156739.jpg,21.0,1,21-30
19301,2366,002366_00156740.jpg,29.0,1,21-30
19302,2366,002366_00156741.jpg,36.0,1,31-40
19303,2366,002366_00156742.jpg,35.0,1,31-40
19304,2366,002366_00156743.jpg,36.0,1,31-40
19305,2366,002366_00156744.jpg,33.0,1,31-40
19306,2366,002366_00156745.jpg,34.5,1,31-40
19307,2366,002366_00156746.jpg,46.0,1,41-50
19308,2366,002366_00156747.jpg,33.0,1,31-40
19309,2366,002366_00156748.jpg,36.0,1,31-40
19310,2366,002366_00156749.jpg,35.5,1,31-40
19311,2366,002366_00156750.jpg,36.0,1,31-40
19312,2366,002366_00156751.jpg,26.0,1,21-30
19313,2366,002366_00156752.jpg,28.0,1,21-30
19314,2366,002366_00156753.jpg,26.0,1,21-30
19315,2366,002366_00156754.jpg,30.0,1,21-30
19316,2366,002366_00156755.jpg,29.0,1,21-30
19317,2366,002366_00156756.jpg,23.5,1,21-30
19318,2366,002366_00156757.jpg,38.0,1,31-40
19319,2366,002366_00156758.jpg,25.0,1,21-30
19320,2366,002366_00156759.jpg,41.0,1,41-50
19321,2366,002366_00156760.jpg,26.5,1,21-30
19322,2366,002366_00156761.jpg,26.0,1,21-30
19323,2366,002366_00156762.jpg,32.0,1,31-40
19324,2366,002366_00156763.jpg,37.0,1,31-40
19325,2366,002366_00156764.jpg,29.5,1,21-30
19326,2366,002366_00156765.jpg,34.5,1,31-40
19327,2366,002366_00156766.jpg,36.0,1,31-40
19328,2366,002366_00156767.jpg,38.5,1,31-40
19329,2366,002366_00156768.jpg,29.0,1,21-30
19330,2366,002366_00156769.jpg,27.0,1,21-30
19331,2366,002366_00156770.jpg,29.5,1,21-30
19332,2366,002366_00156771.jpg,37.0,1,31-40
19333,2366,002366_00156772.jpg,34.0,1,31-40
19334,2376,002376_00157326.jpg,55.0,1,51-60
19335,2376,002376_00157327.jpg,63.5,1,61-70
19336,2376,002376_00157328.jpg,79.5,1,70+
19337,2376,002376_00157329.jpg,57.0,1,51-60
19338,2376,002376_00157330.jpg,58.0,1,51-60
19339,2376,002376_00157331.jpg,61.5,1,61-70
19340,2376,002376_00157332.jpg,33.0,1,31-40
19341,2376,002376_00157333.jpg,46.0,1,41-50
19342,2376,002376_00157334.jpg,56.0,1,51-60
19343,2376,002376_00157337.jpg,46.0,1,41-50
19344,2376,002376_00157338.jpg,45.0,1,41-50
19345,2376,002376_00157340.jpg,66.0,1,61-70
19346,2376,002376_00157342.jpg,65.0,1,61-70
19347,2376,002376_00157343.jpg,34.5,1,31-40
19348,2376,002376_00157344.jpg,60.5,1,61-70
19349,2376,002376_00157345.jpg,46.0,1,41-50
19350,2376,002376_00157346.jpg,36.5,1,31-40
19351,2376,002376_00157347.jpg,40.0,1,31-40
19352,2376,002376_00157348.jpg,60.0,1,51-60
19353,2376,002376_00157349.jpg,35.0,1,31-40
19354,2376,002376_00157350.jpg,52.0,1,51-60
19355,2376,002376_00157351.jpg,55.0,1,51-60
19356,2376,002376_00157352.jpg,55.0,1,51-60
19357,2376,002376_00157353.jpg,74.5,1,70+
19358,2376,002376_00157355.jpg,57.0,1,51-60
19359,2376,002376_00157356.jpg,62.0,1,61-70
19360,2376,002376_00157357.jpg,65.0,1,61-70
19361,2376,002376_00157358.jpg,30.5,1,31-40
19362,2376,002376_00157359.jpg,34.5,1,31-40
19363,2376,002376_00157360.jpg,47.0,1,41-50
19364,2383,002383_00157542.jpg,54.0,1,51-60
19365,2383,002383_00157543.jpg,49.0,1,41-50
19366,2383,002383_00157544.jpg,56.0,1,51-60
19367,2383,002383_00157545.jpg,53.0,1,51-60
19368,2383,002383_00157546.jpg,60.5,1,61-70
19369,2383,002383_00157547.jpg,42.0,1,41-50
19371,2383,002383_00157552.jpg,45.5,1,41-50
19372,2383,002383_00157553.jpg,41.5,1,41-50
19373,2383,002383_00157554.jpg,48.0,1,41-50
19374,2383,002383_00157556.jpg,54.0,1,51-60
19375,2383,002383_00157557.jpg,44.0,1,41-50
19376,2383,002383_00157558.jpg,46.0,1,41-50
19377,2383,002383_00157559.jpg,52.0,1,51-60
19378,2383,002383_00157560.jpg,64.0,1,61-70
19379,2383,002383_00157561.jpg,44.0,1,41-50
19380,2383,002383_00157562.jpg,46.0,1,41-50
19381,2383,002383_00157563.jpg,46.0,1,41-50
19382,2383,002383_00157564.jpg,49.5,1,41-50
19383,2383,002383_00157565.jpg,35.0,1,31-40
19384,2383,002383_00157567.jpg,46.0,1,41-50
19385,2383,002383_00157568.jpg,64.0,1,61-70
19386,2383,002383_00157569.jpg,54.0,1,51-60
19387,2383,002383_00157570.jpg,56.0,1,51-60
19388,2383,002383_00157571.jpg,46.0,1,41-50
19389,2383,002383_00157572.jpg,55.0,1,51-60
19390,2383,002383_00157573.jpg,53.0,1,51-60
19391,2383,002383_00157574.jpg,48.0,1,41-50
19392,2383,002383_00157575.jpg,57.5,1,51-60
19393,2383,002383_00157577.jpg,56.5,1,51-60
19394,2383,002383_00157578.jpg,45.5,1,41-50
19395,2383,002383_00157579.jpg,48.0,1,41-50
19396,2408,002408_00159170.jpg,42.0,1,41-50
19397,2408,002408_00159171.jpg,39.5,1,31-40
19398,2408,002408_00159172.jpg,33.5,1,31-40
19399,2408,002408_00159173.jpg,34.5,1,31-40
19400,2408,002408_00159174.jpg,37.0,1,31-40
19401,2408,002408_00159175.jpg,37.0,1,31-40
19402,2408,002408_00159177.jpg,38.5,1,31-40
19403,2408,002408_00159178.jpg,41.0,1,41-50
19404,2408,002408_00159179.jpg,35.0,1,31-40
19405,2408,002408_00159181.jpg,33.0,1,31-40
19406,2408,002408_00159182.jpg,45.5,1,41-50
19407,2408,002408_00159183.jpg,22.5,1,21-30
19408,2408,002408_00159184.jpg,37.0,1,31-40
19409,2408,002408_00159185.jpg,33.0,1,31-40
19410,2408,002408_00159187.jpg,40.0,1,31-40
19411,2408,002408_00159188.jpg,37.5,1,31-40
19412,2408,002408_00159189.jpg,33.0,1,31-40
19413,2408,002408_00159190.jpg,56.0,1,51-60
19414,2408,002408_00159191.jpg,31.5,1,31-40
19415,2408,002408_00159192.jpg,35.5,1,31-40
19416,2408,002408_00159193.jpg,31.0,1,31-40
19417,2408,002408_00159194.jpg,46.0,1,41-50
19418,2408,002408_00159195.jpg,39.0,1,31-40
19419,2408,002408_00159196.jpg,36.0,1,31-40
19420,2408,002408_00159197.jpg,27.0,1,21-30
19421,2408,002408_00159198.jpg,32.5,1,31-40
19422,2408,002408_00159199.jpg,40.0,1,31-40
19423,2408,002408_00159200.jpg,35.5,1,31-40
19424,2408,002408_00159201.jpg,36.0,1,31-40
19425,2408,002408_00159202.jpg,44.0,1,41-50
19426,2408,002408_00159203.jpg,37.0,1,31-40
19427,2408,002408_00159204.jpg,40.0,1,31-40
19428,2408,002408_00159205.jpg,38.0,1,31-40
19429,2408,002408_00159206.jpg,36.0,1,31-40
19430,2408,002408_00159207.jpg,36.0,1,31-40
19431,2408,002408_00159208.jpg,35.0,1,31-40
19432,2408,002408_00159209.jpg,38.5,1,31-40
19433,2408,002408_00159210.jpg,37.0,1,31-40
19434,2408,002408_00159211.jpg,35.0,1,31-40
19435,2408,002408_00159212.jpg,33.0,1,31-40
19436,2408,002408_00159213.jpg,33.0,1,31-40
19437,2408,002408_00159214.jpg,29.5,1,21-30
19438,2408,002408_00159215.jpg,35.5,1,31-40
19439,2408,002408_00159216.jpg,36.0,1,31-40
19440,2408,002408_00159217.jpg,31.0,1,31-40
19441,2408,002408_00159218.jpg,19.0,1,11-20
19442,2408,002408_00159219.jpg,46.0,1,41-50
19443,2408,002408_00159220.jpg,36.5,1,31-40
19444,2408,002408_00159221.jpg,37.5,1,31-40
19445,2422,002422_00159926.jpg,40.5,0,41-50
19446,2422,002422_00159927.jpg,40.0,0,31-40
19447,2422,002422_00159928.jpg,48.0,0,41-50
19448,2422,002422_00159929.jpg,37.0,0,31-40
19449,2422,002422_00159930.jpg,42.0,0,41-50
19450,2422,002422_00159931.jpg,41.0,0,41-50
19451,2422,002422_00159932.jpg,43.0,0,41-50
19452,2422,002422_00159933.jpg,33.5,0,31-40
19453,2422,002422_00159934.jpg,40.0,0,31-40
19454,2422,002422_00159935.jpg,41.5,0,41-50
19455,2422,002422_00159936.jpg,44.0,0,41-50
19456,2422,002422_00159937.jpg,52.0,0,51-60
19457,2422,002422_00159938.jpg,37.0,0,31-40
19458,2422,002422_00159939.jpg,44.0,0,41-50
19459,2422,002422_00159940.jpg,38.5,0,31-40
19460,2422,002422_00159941.jpg,44.0,0,41-50
19461,2422,002422_00159942.jpg,46.5,0,41-50
19462,2422,002422_00159943.jpg,47.5,0,41-50
19463,2422,002422_00159944.jpg,46.0,0,41-50
19464,2422,002422_00159945.jpg,44.0,0,41-50
19465,2422,002422_00159946.jpg,47.0,0,41-50
19466,2422,002422_00159947.jpg,39.0,0,31-40
19467,2422,002422_00159948.jpg,43.0,0,41-50
19468,2422,002422_00159949.jpg,59.0,0,51-60
19469,2422,002422_00159950.jpg,52.5,0,51-60
19470,2422,002422_00159951.jpg,46.5,0,41-50
19471,2422,002422_00159952.jpg,43.0,0,41-50
19472,2422,002422_00159953.jpg,41.0,0,41-50
19473,2422,002422_00159954.jpg,37.0,0,31-40
19474,2422,002422_00159955.jpg,50.0,0,41-50
19475,2422,002422_00159956.jpg,50.5,0,51-60
19476,2422,002422_00159957.jpg,36.5,0,31-40
19477,2422,002422_00159958.jpg,46.0,0,41-50
19478,2422,002422_00159959.jpg,44.0,0,41-50
19479,2422,002422_00159960.jpg,33.5,0,31-40
19480,2422,002422_00159961.jpg,53.0,0,51-60
19481,2429,002429_00160160.jpg,32.0,1,31-40
19482,2429,002429_00160162.jpg,43.0,1,41-50
19483,2429,002429_00160163.jpg,31.5,1,31-40
19484,2429,002429_00160164.jpg,42.5,1,41-50
19485,2429,002429_00160165.jpg,66.5,1,61-70
19486,2429,002429_00160166.jpg,44.0,1,41-50
19487,2429,002429_00160167.jpg,36.0,1,31-40
19488,2429,002429_00160168.jpg,39.0,1,31-40
19489,2429,002429_00160170.jpg,25.5,1,21-30
19490,2429,002429_00160172.jpg,61.5,1,61-70
19491,2429,002429_00160173.jpg,49.5,1,41-50
19492,2429,002429_00160174.jpg,46.5,1,41-50
19493,2429,002429_00160175.jpg,54.5,1,51-60
19494,2429,002429_00160176.jpg,34.5,1,31-40
19495,2429,002429_00160177.jpg,41.0,1,41-50
19496,2429,002429_00160178.jpg,35.5,1,31-40
19497,2429,002429_00160179.jpg,44.0,1,41-50
19498,2429,002429_00160180.jpg,31.0,1,31-40
19499,2429,002429_00160181.jpg,47.5,1,41-50
19500,2429,002429_00160182.jpg,53.5,1,51-60
19501,2429,002429_00160183.jpg,43.5,1,41-50
19502,2429,002429_00160184.jpg,40.0,1,31-40
19503,2429,002429_00160185.jpg,37.0,1,31-40
19504,2429,002429_00160186.jpg,58.0,1,51-60
19505,2429,002429_00160188.jpg,39.0,1,31-40
19506,2429,002429_00160189.jpg,26.5,1,21-30
19507,2429,002429_00160190.jpg,63.0,1,61-70
19508,2429,002429_00160191.jpg,44.5,1,41-50
19509,2429,002429_00160192.jpg,55.5,1,51-60
19510,2429,002429_00160194.jpg,29.5,1,21-30
19511,2429,002429_00160195.jpg,36.0,1,31-40
19512,2434,002434_00160503.jpg,31.0,0,31-40
19513,2434,002434_00160504.jpg,27.0,0,21-30
19514,2434,002434_00160505.jpg,38.5,0,31-40
19515,2434,002434_00160506.jpg,46.0,0,41-50
19516,2434,002434_00160507.jpg,30.0,0,21-30
19517,2434,002434_00160508.jpg,39.0,0,31-40
19518,2434,002434_00160509.jpg,21.0,0,21-30
19519,2434,002434_00160510.jpg,37.5,0,31-40
19520,2434,002434_00160511.jpg,30.5,0,31-40
19521,2434,002434_00160512.jpg,29.0,0,21-30
19522,2434,002434_00160513.jpg,46.0,0,41-50
19523,2434,002434_00160514.jpg,27.5,0,21-30
19524,2434,002434_00160515.jpg,23.0,0,21-30
19525,2434,002434_00160516.jpg,34.0,0,31-40
19526,2434,002434_00160517.jpg,40.0,0,31-40
19527,2434,002434_00160518.jpg,38.5,0,31-40
19528,2434,002434_00160519.jpg,30.0,0,21-30
19529,2434,002434_00160520.jpg,30.0,0,21-30
19530,2434,002434_00160521.jpg,28.0,0,21-30
19531,2434,002434_00160522.jpg,31.0,0,31-40
19532,2434,002434_00160523.jpg,40.5,0,41-50
19533,2434,002434_00160524.jpg,24.5,0,21-30
19534,2434,002434_00160525.jpg,20.0,0,11-20
19535,2434,002434_00160526.jpg,43.5,0,41-50
19536,2434,002434_00160527.jpg,29.5,0,21-30
19537,2434,002434_00160528.jpg,23.0,0,21-30
19538,2434,002434_00160529.jpg,29.0,0,21-30
19539,2434,002434_00160530.jpg,30.0,0,21-30
19540,2434,002434_00160531.jpg,11.0,0,11-20
19541,2434,002434_00160532.jpg,37.5,0,31-40
19542,2434,002434_00160533.jpg,28.5,0,21-30
19543,2434,002434_00160534.jpg,36.0,0,31-40
19544,2434,002434_00160535.jpg,23.5,0,21-30
19545,2434,002434_00160536.jpg,38.0,0,31-40
19546,2434,002434_00160537.jpg,29.0,0,21-30
19547,2434,002434_00160538.jpg,41.0,0,41-50
19548,2434,002434_00160539.jpg,36.0,0,31-40
19549,2434,002434_00160540.jpg,44.0,0,41-50
19550,2434,002434_00160541.jpg,36.0,0,31-40
19551,2434,002434_00160542.jpg,36.0,0,31-40
19552,2434,002434_00160543.jpg,33.0,0,31-40
19553,2434,002434_00160544.jpg,35.5,0,31-40
19554,2434,002434_00160545.jpg,34.0,0,31-40
19555,2434,002434_00160547.jpg,35.0,0,31-40
19556,2434,002434_00160548.jpg,27.0,0,21-30
19557,2434,002434_00160549.jpg,13.0,0,11-20
19558,2434,002434_00160550.jpg,39.0,0,31-40
19559,2434,002434_00160551.jpg,35.0,0,31-40
19560,2434,002434_00160552.jpg,33.5,0,31-40
19561,2434,002434_00160553.jpg,24.5,0,21-30
19562,2434,002434_00160554.jpg,14.5,0,11-20
19563,2434,002434_00160555.jpg,32.5,0,31-40
19564,2434,002434_00160556.jpg,30.5,0,31-40
19565,2434,002434_00160557.jpg,6.0,0,0-10
19566,2434,002434_00160558.jpg,37.5,0,31-40
19567,2434,002434_00160559.jpg,34.0,0,31-40
19568,2434,002434_00160560.jpg,44.0,0,41-50
19569,2434,002434_00160561.jpg,31.0,0,31-40
19570,2434,002434_00160563.jpg,7.0,0,0-10
19571,2434,002434_00160564.jpg,37.5,0,31-40
19572,2434,002434_00160565.jpg,41.0,0,41-50
19573,2434,002434_00160566.jpg,37.5,0,31-40
19574,2434,002434_00160567.jpg,6.0,0,0-10
19575,2434,002434_00160568.jpg,34.5,0,31-40
19576,2434,002434_00160569.jpg,39.0,0,31-40
19577,2434,002434_00160570.jpg,33.0,0,31-40
19578,2434,002434_00160571.jpg,38.0,0,31-40
19579,2434,002434_00160572.jpg,36.5,0,31-40
19580,2434,002434_00160573.jpg,24.5,0,21-30
19581,2434,002434_00160574.jpg,16.5,0,11-20
19582,2434,002434_00160575.jpg,40.5,0,41-50
19583,2434,002434_00160576.jpg,42.0,0,41-50
19584,2434,002434_00160577.jpg,34.0,0,31-40
19585,2434,002434_00160578.jpg,38.5,0,31-40
19586,2434,002434_00160579.jpg,34.0,0,31-40
19587,2434,002434_00160580.jpg,36.0,0,31-40
19588,2434,002434_00160581.jpg,34.0,0,31-40
19589,2434,002434_00160582.jpg,13.0,0,11-20
19590,2434,002434_00160583.jpg,36.0,0,31-40
19591,2434,002434_00160584.jpg,27.0,0,21-30
19593,2434,002434_00160586.jpg,44.0,0,41-50
19594,2434,002434_00160587.jpg,39.0,0,31-40
19595,2434,002434_00160588.jpg,34.0,0,31-40
19596,2434,002434_00160589.jpg,36.0,0,31-40
19597,2434,002434_00160590.jpg,36.0,0,31-40
19599,2434,002434_00160592.jpg,37.5,0,31-40
19600,2434,002434_00160593.jpg,36.5,0,31-40
19601,2434,002434_00160594.jpg,29.0,0,21-30
